День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Пол,Возраст,№ Объявления,Заголовок,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,петрович выборг,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Женский,35-44 года,1915802914729060647,Бесплатная доставка по Выборгскому району,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,петрович выборг,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Женский,45-54 года,1915802914729060647,Бесплатная доставка по Выборгскому району,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,петрович выборг,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Женский,Старше 55,1915802914729060647,Бесплатная доставка по Выборгскому району,0.00,3,0,0,-,-,0.00,-,1.17,0.00,39.00,5.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,петрович выборг каталог товаров в выборге и цена,Широкие запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,25-34 года,1915802914729060647,Бесплатная доставка по Выборгскому району,0.00,1,1,0,0.00,-,100.00,0.00,1.01,98.67,101.34,1.00,1.00
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,петрович выборг каталог товаров в выборге и цена,Широкие запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Мужской,25-34 года,1915802914729060647,Бесплатная доставка по Выборгскому району,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,пир панели с алюминиевым покрытием в спб и ленинградской области,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915802914729060647,Производитель термопанелей в Ленобласти,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,технониколь хауберк кирпич оптима альпийский куплю в топ хаус,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915802914729060647,Купить термопанели в Выборге напрямую,0.00,1,0,0,-,-,0.00,-,0.66,0.00,66.38,3.00,-
27.07.2026,Группа 3 - клинкер (продуктовая),5773902142,Автотаргетинг,,-,0,-,0,утепление измельченной базальтовой крошкой,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915802914729060647,Гарантия до 5 лет на термопанели,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Фраза,термопанели фасадные купить в санкт петербурге,-,0,-,0,термопанели фасадные купить в санкт петербурге,Не определено,-,Пословное,,Поиск,Товарная галерея,Мужской,45-54 года,1915608023072927866,"Клинкерные термопанели. Производство, доставка по ЛО",0.00,1,0,0,-,-,0.00,-,0.34,0.00,33.77,2.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Мужской,Старше 55,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,Сети,Прочее,Женский,25-34 года,1915608023072927866,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,phomi,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Спецразмещение,Мужской,45-54 года,1915608023072927866,Термопанели с клинкером. Свое производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.18,0.00,17.78,4.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,гибкий фасад,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,45-54 года,1915608023072927866,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,имитация кирпича для внутренней отделки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,45-54 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,искусственного камня,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,25-34 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,искусственный камень для облицовки цоколя мориса тореза,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,Поиск,Прочее,Мужской,45-54 года,1915608023072927866,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,кирпичи на стене в квартире типа плитки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,18-24 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.65,0.00,64.58,6.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка 90 годы купить,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,Женский,Старше 55,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.83,0.00,82.94,2.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка 90годы купить,Альтернативные запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,Старше 55,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,5.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка изготовитель россия,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Женский,25-34 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,1,0,0.00,-,100.00,0.00,0.65,154.86,64.58,6.00,6.00
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка на сетке для фасада в пленке,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,25-34 года,1915608023072927866,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,0.85,0.00,84.88,5.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная плитка на сетке для фасада в пленке,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Товарная галерея,Мужской,25-34 года,1915608023072927866,Термопанели с клинкерной плиткой в Выборге!,0.00,1,0,0,-,-,0.00,-,1.24,0.00,124.49,1.00,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерная термопанель для фасада от производителя в наличии заказать,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Не определен,Не определен,1915608023072927866,"Клинкерные термопанели. Производство, доставка по ЛО",0.00,1,0,0,-,-,0.00,-,0.06,0.00,6.31,-,-
27.07.2026,Термопанели (Лен. область),5773097196,Автотаргетинг,,-,0,-,0,клинкерный фальш кирпич,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,Мужской,18-24 года,1915608023072927866,Термопанели с клинкерной плиткой. Производство в Выборге,0.00,1,0,0,-,-,0.00,-,0.55,0.00,54.58,7.00,-
