Название кампании,№ Кампании,День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Тип объявления,Заголовок,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Клики,Конверсии,"CR, %","CPA, ₽",Показы,"CPC, ₽","CTR, %",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,полифасад термопанели,Альтернативные запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.82,0.00,81.97,2.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,производство термопанели,Целевые запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.60,4.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,самый дешевый и долговечный фасад,Сопутствующие запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Термопанели с клинкером - собственный завод в Выборге,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,65.41,4.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,скандинавская доска для фасада купить спб,Альтернативные запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.93,0.00,93.10,2.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стеновые уличные панели,Целевые запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.65,0.00,64.58,6.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стеновые уличные панели,Целевые запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Товарная галерея,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.13,0.00,13.42,16.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стройтовары волхов,Целевые запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Бесплатная доставка по Выборгскому району,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.03,0.00,3.30,96.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стройтовары волхов володарского,Целевые запросы,Запросы с упоминанием брендов конкурентов,-,,1915800871397818629,Комбинаторное,Бесплатная доставка по Выборгскому району,,,,Поиск,Товарная галерея,Не определено,Смартфоны,iOS,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.03,0.00,3.30,86.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,стройудача поляны выборгский район каталог,Широкие запросы,Запросы с упоминанием брендов конкурентов,-,,1915800871397818629,Комбинаторное,Бесплатная доставка по Выборгскому району,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,0,0,-,-,1,-,0.00,0.09,0.00,8.50,5.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,сэндвич панели из пенопласта,Альтернативные запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.47,0.00,47.18,4.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,сэндвич панели из пенопласта 100 мм,Альтернативные запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.59,0.00,58.91,4.00,-,-,-
Термопанели в Выборге,712773255,10.08.2026,Группа 2 - Гео (ключевая),5773898865,Автотаргетинг,,-,0,-,0,сэндвич панели из пенопласта 100 мм в спб,Альтернативные запросы,Запросы без упоминания брендов,-,,1915800871397818629,Комбинаторное,Производитель термопанелей в Ленобласти,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,6–10%,Не определено,0.00,0,0,-,-,1,-,0.00,0.55,0.00,55.12,4.00,-,-,-
